"id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","Qa[SQ001]","Qa[SQ002]","Qa[SQ003]","Qa[SQ004]","Q1[SQ001]","Q1[SQ002]","Q1[SQ003]","Q1[SQ004]","Q1[SQ005]","Q1[SQ006]","Q1[SQ007]","Q2[SQ001]","Q2[SQ002]","Q2[SQ003]","Q2[SQ004]","Q2[SQ005]","Q2[SQ006]","Q2[SQ007]","Q2[SQ008]","Q2[SQ009]","Q2a","Q2b","Q3[SQ001]","Q3[SQ002]","Q5[SQ001]","Q5[SQ002]","Q5[SQ003]","Q5[SQ004]","Q5[SQ005]","Q5[other]","Q6[SQ001]","Q6[SQ003]","Q6[SQ005]","Q6[SQ006]","Q6[SQ007]","Q6[SQ009]","Q6[SQ010]","Q6[SQ011]","Q6[SQ012]","Q6[SQ013]","Q6a","Q4[SQ003]","Q4[SQ004]","Q4[SQ005]","Q4[SQ006]","Q4[SQ007]","Q4[SQ013]","Q4[SQ008]","Q4[SQ009]","Q4[SQ010]","Q4[SQ011]","Q4[SQ012]","Q2c[SQ007]","Q2c[SQ008]","Q2c[SQ009]","Q2c[SQ010]","Q2c[SQ011]","Q2c[SQ012]","Q2c[SQ013]","Q2c[SQ014]","Q2c[SQ015]","Q2c[SQ016]","Q7[SQ001]","Q7[SQ002]","Q7[SQ003]","Q7[SQ004]","Q7[SQ005]","Q7[SQ006]","Q7[SQ007]","Q7[SQ008]","Q7[SQ009]","Q8[SQ001]","Q8[SQ003]","Q8[SQ004]","Q8[SQ005]","Q8[SQ006]","Q8[SQ007]","Q8[SQ008]","Q8[SQ009]","Q8[SQ010]","Q8[SQ011]","Q8[SQ012]","Q9","Q10","Q11[SQ001]","Q11[SQ002]","Q11[SQ003]","Q11[SQ004]","Q11[SQ005]","Q11[SQ006]","Q11[SQ007]","Q11[SQ008]","Q11[SQ009]","Q11[SQ010]","Q11[SQ011]","Q11[SQ012]","Q11[SQ013]","Q11[SQ014]","Q11[SQ015]","Q15","Q15[other]","Q13","Q13[other]","Q14","Q14[other]","Q16","Q16[other]","Q17","Q18","Q18[other]","Q19","Q19[other]","Q20","Q20[other]","Q26"
"345","","1","en","20511710","ZTyazBzzN7Rava2","2021-03-23 10:10:47","2021-03-23 10:10:55","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350","","","en","1738012464","YM8bdtu7VaYwotk","2021-03-23 16:55:56","2021-03-23 16:55:56","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"351","","1","en","402747946","gsu31qaUVX6fdH5","2021-03-23 17:41:06","2021-03-23 17:41:26","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"353","","4","en","1127290383","QQjlUDGnyDWfPJj","2021-03-23 19:09:06","2021-03-23 19:17:11","Yes","Yes","Yes","Yes","Agree","Neither agree or disagree","Completely agree","Neither agree or disagree","Neither agree or disagree","Completely agree","Completely agree","Important","Neither important nor unimportant","Important","Important","Neither important nor unimportant","Completely unimportant","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","Recommendations from external reviewers","","Aware","Completely unaware","No","No","No","No","No","have seen the term on-line","I don't know","I don't know","No","I don't know","I don't know","I don't know","I don't know","I don't know","No","No","","Never","Never","Never","Never","Never","Rarely","Sometimes","I don't know","Never","Rarely","Rarely","Neither established nor unestablished","Neither established nor unestablished","Not established at all","Unestablished","Unestablished","Neither established nor unestablished","Neither established nor unestablished","Unestablished","Neither established nor unestablished","Neither established nor unestablished","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Important","Important","Completely unimportant","Neither important nor unimportant","Neither important nor unimportant","Important","Unimportant","Neither important nor unimportant","Unimportant","Unimportant","Unimportant","","","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","","","","","","","","","","","","","","","",""
"354","","","en","1415840669","VlMM41gpzg3BkXc","2021-03-23 19:33:30","2021-03-23 19:33:30","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"356","","","en","1572017970","zu1FoGiQR0dPesn","2021-03-24 01:13:57","2021-03-24 01:13:57","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"358","","1","en","971236152","RRm5B1bz37CC0zB","2021-03-24 10:27:36","2021-03-24 10:28:07","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360","","1","en","2047897624","GPYqpPyGiMBhAMV","2021-03-24 14:08:29","2021-03-24 14:09:19","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"361","","","en","1284484800","VfOI8qUuRT2z5Fz","2021-03-24 16:18:22","2021-03-24 16:18:22","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"362","","1","en","2137525666","SAMPi037u9MMmE1","2021-03-24 18:04:15","2021-03-24 18:04:56","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"363","","1","en","178097503","1ZES7XoIrFKWm8z","2021-03-24 18:27:39","2021-03-24 18:27:53","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"365","","","en","298555383","V3RmlKXXvzG0NN1","2021-03-25 13:00:13","2021-03-25 13:00:13","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"366","","","en","749809181","QWDAE9crCaSZ4gf","2021-03-25 18:20:21","2021-03-25 18:20:21","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367","","0","en","1150845916","VlMM41gpzg3BkXc","2021-03-26 10:26:18","2021-03-26 10:26:27","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"372","","","en","22227799","PZcucKPjJH8gelK","2021-03-27 10:14:30","2021-03-27 10:14:30","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"373","","2","en","335336078","4kzuDTEqwaRngBP","2021-03-29 14:37:39","2021-03-29 14:39:45","Yes","Yes","Yes","Yes","Neither agree or disagree","Disagree","Disagree","Disagree","Completely disagree","Neither agree or disagree","Disagree","Very important","Important","Important","Important","Important","Unimportant","Neither important nor unimportant","Important","Important","Community perception, particularly by evaluators is more important than actual performance","Singulairies of each sub-discipline as metrics are biased accordingly","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374","","","en","1833809071","L1w3Ce1pPRfAZnN","2021-03-29 14:37:50","2021-03-29 14:37:50","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"375","","","en","1827321506","iTXg4b98LEb7mcB","2021-03-29 14:38:09","2021-03-29 14:38:09","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"382","","3","en","1058190377","OgPQ8NKZtENOviC","2021-03-29 14:39:08","2021-03-29 14:43:39","Yes","Yes","Yes","Yes","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Important","Unimportant","Completely unimportant","Completely unimportant","Completely unimportant","Completely unimportant","Very important","Neither important nor unimportant","Completely unimportant","","","Aware","Aware","No","No","No","Yes","No","","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","Sometimes","Always","Never","Never","Sometimes","Rarely","Always","Always","Never","Always","Always","Established","Unestablished","Unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Established","Established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"384","","3","en","976977927","vRDAuHk3PaUqnSL","2021-03-29 14:40:20","2021-03-29 14:55:15","Yes","Yes","Yes","Yes","Agree","Neither agree or disagree","Agree","Agree","Agree","Agree","Agree","Important","Neither important nor unimportant","Important","Important","Important","Neither important nor unimportant","Very important","Neither important nor unimportant","Important","edited book series; media interviews etc. ","","Neither aware nor unaware","Neither aware nor unaware","No","No","No","Yes","No","","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Neither established nor unestablished","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"385","","","en","1557821535","7nKGehOy6rmMgWr","2021-03-29 14:40:30","2021-03-29 14:40:30","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"386","","","en","1507825284","xgWrKveRsGAQSEb","2021-03-29 14:40:53","2021-03-29 14:40:53","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"387","","2","en","842880386","FzuMVQz3HzN9tuC","2021-03-29 14:40:55","2021-03-29 14:45:47","Yes","Yes","Yes","Yes","Agree","Neither agree or disagree","Agree","Neither agree or disagree","Agree","Agree","Agree","Important","Neither important nor unimportant","Neither important nor unimportant","Important","Important","Important","Neither important nor unimportant","Important","Neither important nor unimportant","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"388","","5","en","888100234","ge7j7IQos6MDu9j","2021-03-29 14:43:38","2021-03-29 14:53:30","Yes","Yes","Yes","Yes","Completely agree","Disagree","Neither agree or disagree","Neither agree or disagree","Completely disagree","Agree","Agree","Important","Important","Very important","Neither important nor unimportant","Neither important nor unimportant","Unimportant","Very important","Neither important nor unimportant","Neither important nor unimportant","","Update national project award emphasis to include any project funding awards.  National funding rates continue at a historic low, but there are other funding opportunities through foundations that are not given consideration in the promotion process.  ","Very aware","Neither aware nor unaware","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","I don't know","I don't know","","Often","Often","Sometimes","Often","Often","Never","Sometimes","Never","Often","Never","Never","Very established","Neither established nor unestablished","Established","Established","Established","Established","Neither established nor unestablished","Very established","Very established","Very established","Completely agree","Completely agree","Completely disagree","Completely disagree","Neither agree nor disagree","Completely disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Important","Neither important nor unimportant","Unimportant","Very important","Important","Very important","Unimportant","Important","Very important","Neither important nor unimportant","Unimportant","","","Agree","Disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Strongly agree","Strongly agree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Female","","USA","","In the process of becoming permanent/tenured","","Professor","","2009","Both research and teaching intensive","","2001 - 3000","","Biology","",""
"391","","1","en","786468621","L6n7r0pluy3H1t8","2021-03-29 14:46:04","2021-03-29 14:46:12","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"392","","1","en","785764023","8HuaIt9uGUl20oh","2021-03-29 14:46:17","2021-03-29 14:46:35","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"394","","1","en","1306621003","aztzulf9sPtyIbk","2021-03-29 14:47:05","2021-03-29 14:47:37","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"395","","3","en","2059424012","VFg6qtyLmBLOu9t","2021-03-29 14:47:08","2021-03-29 14:51:15","Yes","Yes","Yes","Yes","Agree","Completely agree","Completely disagree","Disagree","Completely disagree","Completely disagree","Completely disagree","Very important","Important","Important","Completely unimportant","Unimportant","Completely unimportant","Very important","Very important","Completely unimportant","","","Aware","Aware","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","Yes","Yes","","Sometimes","Always","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Established","Not established at all","Neither established nor unestablished","Neither established nor unestablished","Established","Neither established nor unestablished","Neither established nor unestablished","Established","Unestablished","Unestablished","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"398","","1","en","1764371219","aS2XbjUXXwAYsXZ","2021-03-29 14:48:45","2021-03-29 14:49:04","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399","","1","en","102707147","64N2ANrjfSYxnYw","2021-03-29 14:49:03","2021-03-29 14:49:32","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"401","","3","en","1913700937","QKMNJJ9HSKfMuiT","2021-03-29 14:51:23","2021-03-29 14:57:31","Yes","Yes","Yes","Yes","Completely agree","I don't know","Agree","Disagree","Disagree","Agree","Neither agree or disagree","Very important","Very important","Unimportant","Important","Unimportant","I don't know","Unimportant","Important","Very important","","Citation counts are highly biased based on field - larger fields with more opportunities to publishing quantity are much higher than more specialized fields which tend to publish in smaller journals. Importance to field should be assessed, rather than overall metrics. ","Very aware","Unaware","No","No","No","Yes","Yes","","No","No","No","No","Yes","I don't know","No","I don't know","I don't know","I don't know","","Often","Often","Sometimes","Often","Always","Rarely","I don't know","I don't know","I don't know","I don't know","I don't know","Neither established nor unestablished","I don't know","Established","Unestablished","Unestablished","Established","Established","Very established","Neither established nor unestablished","Neither established nor unestablished","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"403","","","en","696576786","XvWUHVKJNzF9DoV","2021-03-29 14:55:08","2021-03-29 14:55:08","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"405","","","en","911967928","5AzlFI5lsKOunS0","2021-03-29 14:55:34","2021-03-29 14:55:34","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"406","","","en","1069970820","RJ1ASTFoA5ctdV0","2021-03-29 14:56:50","2021-03-29 14:56:50","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"407","","","en","1413432140","z3a7aD8YwOMEVqe","2021-03-29 14:58:01","2021-03-29 14:58:01","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"409","","","en","911519359","Nu05NE11aAt62kA","2021-03-29 14:59:52","2021-03-29 14:59:52","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"412","","1","en","206416446","wjRm5rT0y6xt4rr","2021-03-29 15:01:47","2021-03-29 15:01:57","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"413","","1","en","182358172","MtNTNKzOp4DpRg5","2021-03-29 15:02:07","2021-03-29 15:02:33","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"419","","2","en","935307744","XsaBqV9STrAH7Cs","2021-03-29 15:10:12","2021-03-29 15:16:12","Yes","Yes","Yes","Yes","Completely agree","Completely disagree","Completely agree","Neither agree or disagree","Neither agree or disagree","Completely agree","Completely agree","Unimportant","Unimportant","Very important","Important","Important","Completely unimportant","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","freedom to pursue a variety of interests, to pivot","My research is evaluated accurately.  There's no need to change.","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421","","1","en","258652793","iGVXhVYKnj3Llya","2021-03-29 15:17:42","2021-03-29 15:18:14","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424","","3","en","2011184722","jj3tBbKeh6hpU1g","2021-03-29 15:23:17","2021-03-29 15:29:27","Yes","Yes","Yes","Yes","Disagree","Neither agree or disagree","Disagree","Disagree","Neither agree or disagree","Neither agree or disagree","Disagree","Very important","Very important","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","Important","Important","Important","Important","","","Neither aware nor unaware","Neither aware nor unaware","No","No","No","No","Yes","","I don't know","I don't know","No","No","No","No","I don't know","I don't know","I don't know","I don't know","","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Never","Never","Neither established nor unestablished","Unestablished","Unestablished","Established","Established","Established","Neither established nor unestablished","Very established","Very established","Very established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425","","1","en","1465622282","L3U0rTW1i8X4hfg","2021-03-29 15:25:12","2021-03-29 15:25:59","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427","","1","en","1471859572","X9try0y9OAFqQhT","2021-03-29 15:30:07","2021-03-29 15:30:21","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429","","1","en","818772823","gI2lltkeaUm7OyQ","2021-03-29 15:45:03","2021-03-29 16:01:34","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430","","2","en","604112298","OSGdwzZu4TzwvQD","2021-03-29 15:45:48","2021-03-29 15:47:52","Yes","Yes","Yes","Yes","Agree","Agree","Agree","Completely disagree","Agree","Neither agree or disagree","Neither agree or disagree","Very important","Important","Important","Neither important nor unimportant","Important","Neither important nor unimportant","Important","Important","Neither important nor unimportant","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431","","1","en","243715597","dn2jr4BkjTEErUE","2021-03-29 15:46:47","2021-03-29 15:47:25","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432","","1","en","1566857848","HkcUvGlf6zPevav","2021-03-29 15:49:22","2021-03-29 15:50:16","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433","","2","en","1354053016","BVDCY9cHqQlmCpB","2021-03-29 15:54:52","2021-03-29 15:57:17","Yes","Yes","Yes","Yes","Completely agree","Completely agree","Completely agree","Completely agree","Completely agree","Completely agree","Completely agree","Very important","Very important","Very important","Important","Important","Important","Very important","Very important","Very important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436","","1","en","1593339097","KXYQy7RNrNafHbO","2021-03-29 16:00:15","2021-03-29 16:00:40","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438","","1","en","1479465549","d67nTNqH55MO9RY","2021-03-29 16:05:39","2021-03-29 16:06:29","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441","","3","en","1946868652","s6KzgyAUObvAe43","2021-03-29 16:20:39","2021-03-29 16:32:13","Yes","Yes","Yes","Yes","Completely agree","Disagree","Disagree","Completely disagree","I don't know","I don't know","I don't know","Important","Neither important nor unimportant","Neither important nor unimportant","Important","Neither important nor unimportant","Important","Important","Neither important nor unimportant","Neither important nor unimportant","","not sure - not sure how the compostion of the elements is weighted","Aware","Aware","No","No","No","No","No","leading a PE project (ESRC IAA)","Yes","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","it is only chance that I have become aware of both - this could be my lack of awareness or it could be lack of publicity around this from the university - either way I am gradually becoming aware ","Rarely","Always","I don't know","Often","Never","Never","Never","Never","Never","Never","Never","Unestablished","Not established at all","Established","Established","Established","Established","Very established","Unestablished","Established","Established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445","","1","en","1857296117","fFPWKXHamqHarWf","2021-03-29 16:33:30","2021-03-29 16:35:44","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
